Dates,Vaccinations
15/03/2020,0
16/03/2020,0
17/03/2020,0
18/03/2020,0
19/03/2020,0
20/03/2020,0
21/03/2020,0
22/03/2020,0
23/03/2020,0
24/03/2020,0
25/03/2020,0
26/03/2020,0
27/03/2020,0
28/03/2020,0
29/03/2020,0
30/03/2020,0
31/03/2020,0
01/04/2020,0
02/04/2020,0
03/04/2020,0
04/04/2020,0
05/04/2020,0
06/04/2020,0
07/04/2020,0
08/04/2020,0
09/04/2020,0
10/04/2020,0
11/04/2020,0
12/04/2020,0
13/04/2020,0
14/04/2020,0
15/04/2020,0
16/04/2020,0
17/04/2020,0
18/04/2020,0
19/04/2020,0
20/04/2020,0
21/04/2020,0
22/04/2020,0
23/04/2020,0
24/04/2020,0
25/04/2020,0
26/04/2020,0
27/04/2020,0
28/04/2020,0
29/04/2020,0
30/04/2020,0
01/05/2020,0
02/05/2020,0
03/05/2020,0
04/05/2020,0
05/05/2020,0
06/05/2020,0
07/05/2020,0
08/05/2020,0
09/05/2020,0
10/05/2020,0
11/05/2020,0
12/05/2020,0
13/05/2020,0
14/05/2020,0
15/05/2020,0
16/05/2020,0
17/05/2020,0
18/05/2020,0
19/05/2020,0
20/05/2020,0
21/05/2020,0
22/05/2020,0
23/05/2020,0
24/05/2020,0
25/05/2020,0
26/05/2020,0
27/05/2020,0
28/05/2020,0
29/05/2020,0
30/05/2020,0
31/05/2020,0
01/06/2020,0
02/06/2020,0
03/06/2020,0
04/06/2020,0
05/06/2020,0
06/06/2020,0
07/06/2020,0
08/06/2020,0
09/06/2020,0
10/06/2020,0
11/06/2020,0
12/06/2020,0
13/06/2020,0
14/06/2020,0
15/06/2020,0
16/06/2020,0
17/06/2020,0
18/06/2020,0
19/06/2020,0
20/06/2020,0
21/06/2020,0
22/06/2020,0
23/06/2020,0
24/06/2020,0
25/06/2020,0
26/06/2020,0
27/06/2020,0
28/06/2020,0
29/06/2020,0
30/06/2020,0
01/07/2020,0
02/07/2020,0
03/07/2020,0
04/07/2020,0
05/07/2020,0
06/07/2020,0
07/07/2020,0
08/07/2020,0
09/07/2020,0
10/07/2020,0
11/07/2020,0
12/07/2020,0
13/07/2020,0
14/07/2020,0
15/07/2020,0
16/07/2020,0
17/07/2020,0
18/07/2020,0
19/07/2020,0
20/07/2020,0
21/07/2020,0
22/07/2020,0
23/07/2020,0
24/07/2020,0
25/07/2020,0
26/07/2020,0
27/07/2020,0
28/07/2020,0
29/07/2020,0
30/07/2020,0
31/07/2020,0
01/08/2020,0
02/08/2020,0
03/08/2020,0
04/08/2020,0
05/08/2020,0
06/08/2020,0
07/08/2020,0
08/08/2020,0
09/08/2020,0
10/08/2020,0
11/08/2020,0
12/08/2020,0
13/08/2020,0
14/08/2020,0
15/08/2020,0
16/08/2020,0
17/08/2020,0
18/08/2020,0
19/08/2020,0
20/08/2020,0
21/08/2020,0
22/08/2020,0
23/08/2020,0
24/08/2020,0
25/08/2020,0
26/08/2020,0
27/08/2020,0
28/08/2020,0
29/08/2020,0
30/08/2020,0
31/08/2020,0
01/09/2020,0
02/09/2020,0
03/09/2020,0
04/09/2020,0
05/09/2020,0
06/09/2020,0
07/09/2020,0
08/09/2020,0
09/09/2020,0
10/09/2020,0
11/09/2020,0
12/09/2020,0
13/09/2020,0
14/09/2020,0
15/09/2020,0
16/09/2020,0
17/09/2020,0
18/09/2020,0
19/09/2020,0
20/09/2020,0
21/09/2020,0
22/09/2020,0
23/09/2020,0
24/09/2020,0
25/09/2020,0
26/09/2020,0
27/09/2020,0
28/09/2020,0
29/09/2020,0
30/09/2020,0
01/10/2020,0
02/10/2020,0
03/10/2020,0
04/10/2020,0
05/10/2020,0
06/10/2020,0
07/10/2020,0
08/10/2020,0
09/10/2020,0
10/10/2020,0
11/10/2020,0
12/10/2020,0
13/10/2020,0
14/10/2020,0
15/10/2020,0
16/10/2020,0
17/10/2020,0
18/10/2020,0
19/10/2020,0
20/10/2020,0
21/10/2020,0
22/10/2020,0
23/10/2020,0
24/10/2020,0
25/10/2020,0
26/10/2020,0
27/10/2020,0
28/10/2020,0
29/10/2020,0
30/10/2020,0
31/10/2020,0
01/11/2020,0
02/11/2020,0
03/11/2020,0
04/11/2020,0
05/11/2020,0
06/11/2020,0
07/11/2020,0
08/11/2020,0
09/11/2020,0
10/11/2020,0
11/11/2020,0
12/11/2020,0
13/11/2020,0
14/11/2020,0
15/11/2020,0
16/11/2020,0
17/11/2020,0
18/11/2020,0
19/11/2020,0
20/11/2020,0
21/11/2020,0
22/11/2020,0
23/11/2020,0
24/11/2020,0
25/11/2020,0
26/11/2020,0
27/11/2020,0
28/11/2020,0
29/11/2020,0
30/11/2020,0
01/12/2020,0
02/12/2020,0
03/12/2020,0
04/12/2020,0
05/12/2020,0
06/12/2020,0
07/12/2020,0
08/12/2020,0
09/12/2020,0
10/12/2020,0
11/12/2020,0
12/12/2020,0
13/12/2020,0
14/12/2020,0
15/12/2020,0
16/12/2020,0
17/12/2020,0
18/12/2020,0
19/12/2020,0
20/12/2020,0
21/12/2020,0
22/12/2020,0
23/12/2020,0
24/12/2020,0
25/12/2020,0
26/12/2020,0
27/12/2020,0
28/12/2020,0
29/12/2020,0
30/12/2020,0
31/12/2020,0
01/01/2021,0
02/01/2021,0
03/01/2021,0
04/01/2021,0
05/01/2021,0
06/01/2021,0
07/01/2021,534
08/01/2021,534
09/01/2021,534
10/01/2021,534
11/01/2021,566
12/01/2021,588
13/01/2021,604
14/01/2021,628
15/01/2021,651
16/01/2021,675
17/01/2021,752
18/01/2021,806
19/01/2021,859
20/01/2021,913
21/01/2021,966
22/01/2021,1020
23/01/2021,1073
24/01/2021,1079
25/01/2021,1084
26/01/2021,1090
27/01/2021,1095
28/01/2021,1101
29/01/2021,1106
30/01/2021,1111
31/01/2021,1102
01/02/2021,1093
02/02/2021,1083
03/02/2021,1074
04/02/2021,1064
05/02/2021,1055
06/02/2021,1045
07/02/2021,1133
08/02/2021,1220
09/02/2021,1307
10/02/2021,1394
11/02/2021,1482
12/02/2021,1569
13/02/2021,1656
14/02/2021,1672
15/02/2021,1687
16/02/2021,1703
17/02/2021,1719
18/02/2021,1735
19/02/2021,1750
20/02/2021,1766
21/02/2021,1884
22/02/2021,2002
23/02/2021,2119
24/02/2021,2420
25/02/2021,2721
26/02/2021,3022
27/02/2021,3136
28/02/2021,3133
01/03/2021,3129
02/03/2021,3126
03/03/2021,2939
04/03/2021,2753
05/03/2021,2567
06/03/2021,2567
07/03/2021,2567
08/03/2021,2531
09/03/2021,2496
10/03/2021,2461
11/03/2021,2426
12/03/2021,2391
13/03/2021,2355
14/03/2021,2320
15/03/2021,2320
16/03/2021,2320
17/03/2021,2320
18/03/2021,2320
19/03/2021,2320
20/03/2021,2320
21/03/2021,2316
22/03/2021,2312
23/03/2021,2308
24/03/2021,2304
25/03/2021,2300
26/03/2021,2296
27/03/2021,2292
28/03/2021,2292
29/03/2021,2292
30/03/2021,2292
31/03/2021,2292
01/04/2021,2292
02/04/2021,2292
03/04/2021,2292
04/04/2021,2431
05/04/2021,2573
06/04/2021,2713
07/04/2021,2854
08/04/2021,3140
09/04/2021,3427
10/04/2021,3492
11/04/2021,3416
12/04/2021,3341
13/04/2021,3265
14/04/2021,3189
15/04/2021,2967
16/04/2021,2745
17/04/2021,2936
18/04/2021,3126
19/04/2021,3316
20/04/2021,3635
21/04/2021,3914
22/04/2021,4373
23/04/2021,4832
24/04/2021,5170
25/04/2021,5508
26/04/2021,5846
27/04/2021,6055
28/04/2021,6305
29/04/2021,6374
30/04/2021,6444
01/05/2021,6444
02/05/2021,6798
03/05/2021,7152
04/05/2021,7506
05/05/2021,7860
06/05/2021,8214
07/05/2021,8686
08/05/2021,9159
09/05/2021,9277
10/05/2021,9396
11/05/2021,10008
12/05/2021,10929
13/05/2021,11403
14/05/2021,11759
15/05/2021,11085
16/05/2021,10410
17/05/2021,11043
18/05/2021,11037
19/05/2021,10859
20/05/2021,11110
21/05/2021,11360
22/05/2021,11937
23/05/2021,12513
24/05/2021,12078
25/05/2021,12153
26/05/2021,12092
27/05/2021,11773
28/05/2021,10892
29/05/2021,10715
30/05/2021,10537
31/05/2021,10329
01/06/2021,9756
02/06/2021,8806
03/06/2021,8573
04/06/2021,8244
05/06/2021,7915
06/06/2021,7586
07/06/2021,7044
08/06/2021,6686
09/06/2021,7257
10/06/2021,6969
11/06/2021,7402
12/06/2021,8270
13/06/2021,8310
14/06/2021,8297
15/06/2021,8102
16/06/2021,7908
17/06/2021,8307
18/06/2021,8066
19/06/2021,7391
20/06/2021,7104
21/06/2021,6817
22/06/2021,6529
23/06/2021,5688
24/06/2021,5510
25/06/2021,5274
26/06/2021,5037
27/06/2021,5241
28/06/2021,5444
29/06/2021,5648
30/06/2021,5852
01/07/2021,5939
02/07/2021,6661
03/07/2021,6804
04/07/2021,7003
05/07/2021,7201
06/07/2021,7562
07/07/2021,8265
08/07/2021,8107
09/07/2021,7726
10/07/2021,7302
11/07/2021,7088
12/07/2021,6874
13/07/2021,6699
14/07/2021,6183
15/07/2021,5795
16/07/2021,5326
17/07/2021,5480
18/07/2021,5368
19/07/2021,5255
20/07/2021,5365
21/07/2021,5099
22/07/2021,4880
23/07/2021,4821
24/07/2021,4761
25/07/2021,4239
26/07/2021,4380
27/07/2021,4097
28/07/2021,4119
29/07/2021,4203
30/07/2021,4145
31/07/2021,4086
01/08/2021,4490
02/08/2021,4231
03/08/2021,4424
04/08/2021,4664
05/08/2021,4821
06/08/2021,4840
07/08/2021,4858
08/08/2021,4807
09/08/2021,4756
10/08/2021,4454
11/08/2021,4158
12/08/2021,3823
13/08/2021,4219
14/08/2021,3899
15/08/2021,3649
16/08/2021,3399
17/08/2021,3409
18/08/2021,3431
19/08/2021,3415
20/08/2021,3093
21/08/2021,2918
22/08/2021,3174
23/08/2021,3430
24/08/2021,3225
25/08/2021,3022
26/08/2021,2885
27/08/2021,2628
28/08/2021,2941
29/08/2021,2822
30/08/2021,2703
31/08/2021,2530
01/09/2021,2357
02/09/2021,2289
03/09/2021,2589
04/09/2021,2471
05/09/2021,2353
06/09/2021,2235
07/09/2021,2344
08/09/2021,2454
09/09/2021,2337
10/09/2021,2010
11/09/2021,2103
12/09/2021,2104
13/09/2021,2106
14/09/2021,1968
15/09/2021,1783
16/09/2021,1753
17/09/2021,1791
18/09/2021,1828
19/09/2021,1956
20/09/2021,2084
21/09/2021,2179
22/09/2021,2309
23/09/2021,2383
24/09/2021,2363
25/09/2021,2342
26/09/2021,2322
27/09/2021,2302
28/09/2021,2351
29/09/2021,2411
30/09/2021,2296
01/10/2021,2168
02/10/2021,2040
03/10/2021,2000
04/10/2021,1960
05/10/2021,1850
06/10/2021,1860
07/10/2021,2067
08/10/2021,2115
09/10/2021,2164
10/10/2021,2124
11/10/2021,2469
12/10/2021,2525
13/10/2021,2475
14/10/2021,2424
15/10/2021,2393
16/10/2021,2361
17/10/2021,2330
18/10/2021,1914
19/10/2021,1787
20/10/2021,1708
21/10/2021,1526
22/10/2021,1484
23/10/2021,1442
24/10/2021,1401
25/10/2021,1359
26/10/2021,1363
27/10/2021,1307
28/10/2021,1287
29/10/2021,1267
30/10/2021,1247
31/10/2021,1173
01/11/2021,1099
02/11/2021,978
03/11/2021,1172
04/11/2021,1372
05/11/2021,1417
06/11/2021,1462
07/11/2021,1560
08/11/2021,1659
09/11/2021,1956
10/11/2021,1939
11/11/2021,1981
12/11/2021,2091
13/11/2021,2201
14/11/2021,2377
15/11/2021,2554
16/11/2021,2531
17/11/2021,2719
18/11/2021,2907
19/11/2021,3053
20/11/2021,3199
21/11/2021,3279
22/11/2021,4001
23/11/2021,4724
24/11/2021,5291
25/11/2021,5859
26/11/2021,6288
27/11/2021,6717
28/11/2021,7274
29/11/2021,7189
30/11/2021,7103
01/12/2021,6963
02/12/2021,6916
03/12/2021,7138
04/12/2021,7360
05/12/2021,7275
06/12/2021,7190
07/12/2021,7104
08/12/2021,7304
09/12/2021,7298
10/12/2021,7292
11/12/2021,7285
12/12/2021,7413
13/12/2021,7541
14/12/2021,7669
15/12/2021,7985
16/12/2021,8057
17/12/2021,8128
18/12/2021,8200
19/12/2021,8317
20/12/2021,8434
21/12/2021,8681
22/12/2021,10368
23/12/2021,12411
24/12/2021,11725
25/12/2021,11039
26/12/2021,10353
27/12/2021,9667
28/12/2021,8851
29/12/2021,6122
30/12/2021,3393
31/12/2021,3393
01/01/2022,3393
02/01/2022,3393
03/01/2022,3393
04/01/2022,3393
05/01/2022,3393
06/01/2022,3393
07/01/2022,3393
08/01/2022,3393
09/01/2022,3483
10/01/2022,3573
11/01/2022,4140
12/01/2022,4707
13/01/2022,5205
14/01/2022,5465
15/01/2022,5725
16/01/2022,5803
17/01/2022,5881
18/01/2022,5482
19/01/2022,5082
20/01/2022,4751
21/01/2022,4660
22/01/2022,4569
23/01/2022,4220
24/01/2022,3871
25/01/2022,3793
26/01/2022,3716
27/01/2022,3434
28/01/2022,3177
29/01/2022,2920
30/01/2022,3013
31/01/2022,3106
01/02/2022,5071
02/02/2022,7036
03/02/2022,7005
04/02/2022,6937
05/02/2022,6868
06/02/2022,6799
07/02/2022,6997
08/02/2022,4653
09/02/2022,2585
10/02/2022,2526
11/02/2022,2479
12/02/2022,2432
13/02/2022,2385
14/02/2022,2239
15/02/2022,2073
16/02/2022,1913
17/02/2022,1823
18/02/2022,1804
19/02/2022,1786
20/02/2022,1605
21/02/2022,1457
22/02/2022,1406
23/02/2022,1299
24/02/2022,1292
25/02/2022,1212
26/02/2022,1133
27/02/2022,1037
28/02/2022,941
01/03/2022,766
02/03/2022,565
03/03/2022,386
04/03/2022,207
05/03/2022,28
06/03/2022,28
07/03/2022,28
08/03/2022,28
09/03/2022,28
10/03/2022,28
11/03/2022,28
12/03/2022,28
13/03/2022,28
14/03/2022,28
15/03/2022,28
16/03/2022,28
17/03/2022,28
18/03/2022,28
19/03/2022,28
20/03/2022,28
21/03/2022,28
22/03/2022,28
23/03/2022,28
24/03/2022,28
25/03/2022,28
26/03/2022,28
27/03/2022,28
28/03/2022,28
29/03/2022,28
30/03/2022,28
31/03/2022,28
01/04/2022,28
02/04/2022,28
03/04/2022,28
04/04/2022,28
05/04/2022,28
06/04/2022,28
07/04/2022,28
08/04/2022,28
09/04/2022,28
10/04/2022,92
11/04/2022,156
12/04/2022,219
13/04/2022,283
14/04/2022,347
15/04/2022,410
16/04/2022,474
17/04/2022,438
18/04/2022,403
19/04/2022,367
20/04/2022,332
21/04/2022,296
22/04/2022,260
23/04/2022,225
24/04/2022,225
25/04/2022,225
26/04/2022,225
27/04/2022,243
28/04/2022,260
29/04/2022,278
30/04/2022,296
01/05/2022,294
02/05/2022,292
03/05/2022,291
04/05/2022,271
05/05/2022,252
06/05/2022,232
07/05/2022,213
08/05/2022,213
